iter	RMSE
256	1.181949574
257	1.181941214
258	1.181930739
259	1.181921908
260	1.181907627
261	1.181894319
262	1.181885105
263	1.18187303
264	1.181861699
265	1.181848673
266	1.181836943
267	1.181822805
268	1.181812993
269	1.18180258
270	1.181791197
271	1.181779342
272	1.181767174
273	1.181752589
274	1.181738538
275	1.181731275
276	1.181719936
277	1.181705564
278	1.181693894
279	1.181679041
280	1.181667398
281	1.181657528
282	1.181645656
283	1.181634264
284	1.181623816
285	1.18160923
286	1.181597413
287	1.181583756
288	1.181572725
289	1.1815635
290	1.181548369
291	1.18153631
292	1.181524395
293	1.181514203
294	1.181503465
295	1.181491233
296	1.181479349
297	1.181464975
298	1.181452744
299	1.181444101
300	1.181432231
301	1.181420528
302	1.181404745
303	1.181392058
304	1.181379178
305	1.181364716
306	1.181354732
307	1.181340624
308	1.181324826
309	1.181314478
310	1.181302708
311	1.18129162
312	1.18127911
313	1.181266998
314	1.181257134
315	1.181244865
316	1.181234313
317	1.181220641
318	1.181206002
319	1.181193546
320	1.181177728
321	1.181162351
322	1.181149663
323	1.181136033
324	1.181125229
325	1.181113068
326	1.181096354
327	1.181085163
328	1.181071062
329	1.181060959
330	1.181047147
331	1.181035073
332	1.18102302
333	1.181013632
334	1.181001643
335	1.18098994
336	1.180978779
337	1.180966806
338	1.18095755
339	1.180944144
340	1.180929816
341	1.180918705
342	1.180905431
343	1.18089244
344	1.180881884
345	1.180868914
346	1.180854898
347	1.180842479
348	1.18082705
349	1.180815768
350	1.180805272
351	1.180794444
352	1.18078542
353	1.180772416
354	1.180756064
355	1.18074453
356	1.18073217
357	1.180715279
358	1.180702299
359	1.180690036
360	1.180678014
361	1.18066641
362	1.18065573
363	1.180643806
364	1.180631412
365	1.180623015
366	1.180613401
367	1.180598019
368	1.180587915
369	1.180576491
370	1.180564314
371	1.180549994
372	1.18053764
373	1.180522666
374	1.180512117
375	1.180496443
376	1.180481262
377	1.180468011
378	1.180456954
379	1.180446875
380	1.180434117
381	1.180421123
382	1.180408319
383	1.180397055
384	1.180386824
385	1.180373527
386	1.180363099
387	1.180353309
388	1.180341826
389	1.180330041
390	1.180319007
391	1.180303854
392	1.180291029
393	1.180278948
394	1.180269543
395	1.180256882
396	1.180248626
397	1.180236987
398	1.180227403
399	1.180218573
400	1.180205139
401	1.18019441
402	1.180182034
403	1.180170606
404	1.180155726
405	1.180143911
406	1.180134712
407	1.180122995
408	1.180111022
409	1.180101944
410	1.180090559
411	1.180081653
412	1.18007023
413	1.180055593
414	1.180040491
415	1.180024719
416	1.180015027
417	1.18000294
418	1.179989944
419	1.179978986
420	1.179968679
421	1.179957147
422	1.179946808
423	1.179933639
424	1.179924211
425	1.179911784
426	1.179900776
427	1.179889556
428	1.179877674
429	1.179864763
430	1.179855239
431	1.179844645
432	1.179835374
433	1.179824675
434	1.179809936
435	1.179798937
436	1.17978793
437	1.179778685
438	1.179766728
439	1.179758051
440	1.179746172
441	1.179737418
442	1.17972613
443	1.179716037
444	1.179704542
445	1.179689527
446	1.179674229
447	1.179663494
448	1.1796497
449	1.179636829
450	1.179626074
451	1.179616574
452	1.179603057
453	1.179590255
454	1.179579374
455	1.179565499
456	1.179554037
457	1.179543165
458	1.179531136
459	1.179517026
460	1.179506807
461	1.179492393
462	1.179478849
463	1.17946891
464	1.179457818
465	1.179447585
466	1.179430302
467	1.179416867
468	1.179405392
469	1.179393013
470	1.179384332
471	1.179373375
472	1.179362672
473	1.17935106
474	1.17933925
475	1.179328177
476	1.179316652
477	1.179306287
478	1.179294046
479	1.179281109
480	1.179270806
481	1.179262991
482	1.179252673
483	1.17924144
484	1.17922668
485	1.179217043
486	1.179202874
487	1.179192639
488	1.179183328
489	1.179172574
490	1.179161407
491	1.179150254
492	1.179140197
493	1.179129381
494	1.179118736
495	1.179109729
496	1.179095183
497	1.179084187
498	1.179070784
499	1.179061454
500	1.179052205
501	1.179041599
502	1.179030868
503	1.179020313
504	1.179011373
505	1.17899942
506	1.17899089
507	1.178978017
508	1.178964636
509	1.178950136
510	1.178938041
511	1.17892698
512	1.178915552
513	1.178901877
514	1.178888197
515	1.17887746
516	1.178867414
517	1.178854458
518	1.178842347
519	1.178827461
520	1.178815289
521	1.178805182
522	1.178791834
523	1.178776506
524	1.178760087
525	1.178748394
526	1.178734089
527	1.178723584
528	1.178715206
529	1.178702642
530	1.178691959
531	1.178675003
532	1.178663841
533	1.178649114
534	1.178639793
535	1.178628249
536	1.178618064
537	1.178609257
538	1.178599278
539	1.178585785
540	1.178573522
541	1.178565837
542	1.178556293
543	1.178544586
544	1.178529484
545	1.178517948
546	1.178506521
547	1.178494729
548	1.178487907
549	1.178475731
550	1.178463136
551	1.178453652
552	1.178444004
553	1.17843338
554	1.178421732
555	1.178408651
556	1.178398537
557	1.178389834
558	1.178376909
559	1.178364714
560	1.178356061
561	1.17834593
562	1.17833618
563	1.178325423
564	1.178316281
565	1.178305848
566	1.178292119
567	1.178280899
568	1.178265749
569	1.178252295
570	1.178242481
571	1.17823569
572	1.178224364
573	1.178211712
574	1.178200419
575	1.178190068
576	1.178180495
577	1.178170437
578	1.17816015
579	1.178145126
580	1.178135799
581	1.178125453
582	1.178115224
583	1.17810226
584	1.178090988
585	1.178080495
586	1.178070268
587	1.178056039
588	1.178043233
589	1.178032053
590	1.178021252
591	1.178011446
592	1.178000559
593	1.177990581
594	1.177977289
595	1.177965836
596	1.177954846
597	1.177945402
598	1.177937072
599	1.177926545
600	1.177914756
601	1.177902562
602	1.177891685
603	1.177878927
604	1.177869455
605	1.177858224
606	1.177847037
607	1.177834553
608	1.177824015
609	1.17781257
610	1.177802288
611	1.177791768
612	1.177779945
613	1.177771395
614	1.177760279
615	1.177750278
616	1.177737931
617	1.177730218
618	1.177718102
619	1.177705162
620	1.177693241
621	1.177683658
622	1.177672694
623	1.177664718
624	1.177652946
625	1.177641316
626	1.177632761
627	1.177622621
628	1.177610835
629	1.177601192
630	1.177593692
631	1.17758507
632	1.177576235
633	1.17756318
634	1.177553313
635	1.177543664
636	1.177532373
637	1.17752108
638	1.177511518
639	1.177499996
640	1.177487242
641	1.177476586
642	1.177462638
643	1.177455604
644	1.177440725
645	1.177429659
646	1.177417887
647	1.177407491
648	1.177396695
649	1.177384531
650	1.177373386
651	1.177364792
652	1.177353476
653	1.177344738
654	1.177332979
655	1.177318464
656	1.177306872
657	1.177294749
658	1.177283789
659	1.17727108
660	1.177256227
661	1.177246635
662	1.177235566
663	1.177227567
664	1.177213716
665	1.177202621
666	1.177191636
667	1.177179957
668	1.177170433
669	1.177158085
670	1.177149112
671	1.177138097
672	1.177123091
673	1.177110416
674	1.17709961
675	1.177087509
676	1.177075739
677	1.1770635
678	1.177052299
679	1.177041988
680	1.17703184
681	1.177021451
682	1.177008997
683	1.176992935
684	1.176981688
685	1.176970758
686	1.176963481
687	1.176952948
688	1.176939837
689	1.176930175
690	1.17691816
691	1.176908935
692	1.176894895
693	1.176881362
694	1.176871544
695	1.17686069
696	1.176851513
697	1.176841708
698	1.176828428
699	1.176817123
700	1.176805848
701	1.176796596
702	1.176788263
703	1.176778323
704	1.176764041
705	1.176751625
706	1.176741275
707	1.176732723
708	1.176724604
709	1.17671243
710	1.17670051
711	1.176689916
712	1.17668045
713	1.176670798
714	1.176657315
715	1.176646963
716	1.176635239
717	1.176626291
718	1.176616757
719	1.176604851
720	1.176594569
721	1.176584276
722	1.176576474
723	1.176564309
724	1.176555836
725	1.176546115
726	1.176537689
727	1.176528476
728	1.176516185
729	1.176504914
730	1.176493892
731	1.176484458
732	1.176472863
733	1.176461722
734	1.176453071
735	1.176441723
736	1.17643283
737	1.176423699
738	1.176415792
739	1.176400986
740	1.176390056
741	1.176379999
742	1.176367225
743	1.176357233
744	1.176347813
745	1.176337301
746	1.17632606
747	1.176314967
748	1.17630545
749	1.176293153
750	1.176280834
751	1.17626944
752	1.176258751
753	1.17624915
754	1.176236564
755	1.176223591
756	1.176214872
757	1.176203485
758	1.176193793
759	1.176182845
760	1.176168996
761	1.176155528
762	1.176144732
763	1.176135139
764	1.176124326
765	1.176110975
766	1.176099733
767	1.176088315
768	1.176073687
769	1.176063356
770	1.176053845
771	1.176043666
772	1.176031005
773	1.176018127
774	1.176009146
775	1.17600039
776	1.175987627
777	1.175978509
778	1.175964271
779	1.175956427
780	1.175947792
781	1.175940816
782	1.175929961
783	1.175919271
784	1.175904749
785	1.175887883
786	1.175878798
787	1.175870658
788	1.175861869
789	1.175854752
790	1.175845736
791	1.17583689
792	1.175826295
793	1.175815747
794	1.175808402
795	1.17579936
796	1.175790004
797	1.175780471
798	1.175769985
799	1.175758661
800	1.175747749
801	1.175737409
802	1.17572636
803	1.175716087
804	1.175705077
805	1.175693271
806	1.175685675
807	1.17567839
808	1.175668515
809	1.175655761
810	1.17564555
811	1.175637246
812	1.175627871
813	1.175618543
814	1.175608855
815	1.175598155
816	1.175587279
817	1.175575571
818	1.175562906
819	1.175553548
820	1.175541172
821	1.175530671
822	1.175519003
823	1.17550559
824	1.175495806
825	1.175485471
826	1.175477401
827	1.175466894
828	1.175455429
829	1.175442756
830	1.175431629
831	1.175421315
832	1.175410951
833	1.175399984
834	1.175391059
835	1.175380065
836	1.175368021
837	1.17535797
838	1.175348868
839	1.17533728
840	1.175325906
841	1.17531504
842	1.175305817
843	1.175297552
844	1.17528863
845	1.175275791
846	1.175265993
847	1.17525736
848	1.175246444
849	1.175234927
850	1.175226927
851	1.175214617
852	1.17520365
853	1.175187554
854	1.175175313
855	1.175164529
856	1.1751547
857	1.175143353
858	1.175133332
859	1.175124347
860	1.175113068
861	1.175101194
862	1.175093611
863	1.175082316
864	1.175075304
865	1.175067309
866	1.175058643
867	1.175046954
868	1.175033425
869	1.175023122
870	1.175009779
871	1.175001081
872	1.174991544
873	1.174983058
874	1.174975302
875	1.174966447
876	1.174956324
877	1.174947094
878	1.174935866
879	1.17492408
880	1.174916496
881	1.174907612
882	1.174899515
883	1.174894705
884	1.174882702
885	1.174875523
886	1.174867553
887	1.174857308
888	1.174846559
889	1.1748343
890	1.17482651
891	1.17481575
892	1.174807679
893	1.174796303
894	1.174785086
895	1.174776794
896	1.174766951
897	1.174755196
898	1.17474487
899	1.174736493
900	1.174726179
901	1.17471604
902	1.174704561
903	1.174693382
904	1.174683208
905	1.174672628
906	1.174661936
907	1.17465272
908	1.174642805
909	1.174634421
910	1.17462297
911	1.174613096
912	1.174603937
913	1.174597954
914	1.17458785
915	1.174575024
916	1.1745654
917	1.174554182
918	1.17454413
919	1.174533813
920	1.174522272
921	1.174509954
922	1.17450109
923	1.174493222
924	1.174483035
925	1.174472477
926	1.17446323
927	1.17445229
928	1.174448102
929	1.174436498
930	1.174429181
931	1.174419207
932	1.174408755
933	1.174394653
934	1.174384565
935	1.174371335
936	1.174359388
937	1.174346319
938	1.174337543
939	1.174329707
940	1.174320795
941	1.174311914
942	1.174303108
943	1.174293837
944	1.174283365
945	1.174277666
946	1.174265403
947	1.17425237
948	1.174240587
949	1.174230743
950	1.174222279
951	1.174210899
952	1.174195467
953	1.174188038
954	1.174178845
955	1.174166514
956	1.174156592
957	1.174145328
958	1.174135945
959	1.174125589
960	1.174111126
961	1.174099844
962	1.174090326
963	1.174081055
964	1.174071779
965	1.17405876
966	1.174046924
967	1.174034769
968	1.174026953
969	1.174014815
970	1.17400504
971	1.173996726
972	1.173986671
973	1.17397707
974	1.173966202
975	1.173953745
976	1.17394395
977	1.173934594
978	1.173924611
979	1.173914355
980	1.173906824
981	1.173897042
982	1.173886651
983	1.173877596
984	1.173866944
985	1.173860329
986	1.173851644
987	1.173843457
988	1.173835413
989	1.173824689
990	1.17381547
991	1.173805225
992	1.173797382
993	1.173787629
994	1.173778376
995	1.173768996
996	1.173756762
997	1.173746522
998	1.173735765
999	1.173723938
