iter	Passed	Remaining
222	25948	90411
223	26075	90332
224	26183	90187
225	26291	90041
226	26403	89909
227	26520	89797
228	26602	89565
229	26679	89318
230	26766	89105
231	26845	88867
232	26929	88648
233	27003	88394
234	27085	88171
235	27166	87946
236	27248	87722
237	27330	87504
238	27408	87270
239	27489	87050
240	27571	86834
241	27652	86612
242	27727	86377
243	27802	86142
244	27880	85918
245	27966	85719
246	28048	85508
247	28127	85291
248	28209	85081
249	28293	84880
250	28376	84676
251	28459	84474
252	28534	84249
253	28614	84041
254	28702	83855
255	28786	83660
256	28863	83446
257	28943	83241
258	29026	83046
259	29111	82855
260	29188	82644
261	29279	82474
262	29355	82262
263	29446	82092
264	29538	81926
265	29629	81760
266	29715	81579
267	29794	81379
268	29878	81193
269	29949	80974
270	30029	80780
271	30105	80577
272	30184	80382
273	30265	80193
274	30347	80008
275	30428	79819
276	30515	79648
277	30590	79447
278	30660	79232
279	30742	79051
280	30816	78849
281	30893	78658
282	30968	78461
283	31047	78274
284	31124	78083
285	31194	77878
286	31276	77700
287	31358	77525
288	31438	77346
289	31533	77203
290	31617	77033
291	31699	76859
292	31778	76681
293	31855	76496
294	31935	76319
295	32016	76147
296	32094	75968
297	32170	75784
298	32248	75605
299	32320	75415
300	32397	75236
301	32470	75046
302	32547	74869
303	32627	74699
304	32704	74523
305	32786	74358
306	32866	74189
307	32940	74009
308	33013	73827
309	33103	73682
310	33183	73515
311	33269	73363
312	33358	73217
313	33458	73096
314	33544	72946
315	33632	72799
316	33717	72646
317	33815	72521
318	33904	72379
319	33978	72203
320	34058	72042
321	34124	71853
322	34205	71692
323	34285	71534
324	34362	71368
325	34444	71213
326	34521	71049
327	34602	70892
328	34682	70735
329	34752	70558
330	34832	70401
331	34904	70229
332	34982	70070
333	35065	69920
334	35142	69760
335	35224	69610
336	35301	69450
337	35382	69299
338	35459	69140
339	35541	68992
340	35619	68837
341	35695	68677
342	35769	68515
343	35844	68353
344	35922	68201
345	35996	68040
346	36068	67875
347	36147	67725
348	36234	67588
349	36316	67444
350	36399	67303
351	36477	67152
352	36550	66991
353	36628	66841
354	36703	66687
355	36781	66537
356	36861	66392
357	36934	66235
358	37012	66086
359	37088	65935
360	37154	65766
361	37223	65603
362	37293	65444
363	37363	65283
364	37448	65149
365	37524	65001
366	37595	64844
367	37677	64707
368	37761	64573
369	37838	64427
370	37914	64280
371	37991	64136
372	38075	64003
373	38154	63862
374	38228	63714
375	38307	63573
376	38377	63419
377	38457	63281
378	38536	63142
379	38616	63006
380	38689	62858
381	38767	62717
382	38848	62583
383	38926	62443
384	38998	62296
385	39074	62154
386	39150	62013
387	39240	61894
388	39319	61759
389	39403	61630
390	39478	61489
391	39551	61345
392	39619	61193
393	39694	61052
394	39776	60922
395	39851	60783
396	39931	60651
397	40009	60517
398	40087	60382
399	40159	60238
400	40236	60104
401	40307	59959
402	40389	59833
403	40465	59696
404	40540	59559
405	40614	59421
406	40686	59279
407	40766	59151
408	40835	59007
409	40912	58874
410	40992	58745
411	41075	58622
412	41155	58495
413	41236	58367
414	41316	58241
415	41409	58132
416	41486	58001
417	41566	57875
418	41643	57743
419	41719	57612
420	41793	57478
421	41870	57348
422	41937	57205
423	42012	57073
424	42098	56957
425	42169	56820
426	42240	56683
427	42319	56557
428	42398	56432
429	42480	56311
430	42556	56182
431	42627	56047
432	42708	55925
433	42784	55796
434	42870	55681
435	42960	55573
436	43031	55438
437	43102	55305
438	43183	55184
439	43268	55068
440	43344	54942
441	43422	54818
442	43501	54695
443	43574	54566
444	43652	54442
445	43743	54336
446	43826	54218
447	43905	54098
448	43976	53966
449	44048	53837
450	44132	53722
451	44209	53599
452	44301	53493
453	44374	53367
454	44447	53239
455	44542	53138
456	44624	53021
457	44708	52908
458	44784	52785
459	44864	52667
460	44951	52556
461	45023	52430
462	45098	52306
463	45177	52187
464	45259	52073
465	45340	51956
466	45426	51845
467	45505	51728
468	45588	51615
469	45669	51499
470	45744	51377
471	45822	51258
472	45896	51136
473	45966	51009
474	46042	50888
475	46117	50767
476	46198	50654
477	46286	50547
478	46364	50429
479	46442	50312
480	46514	50189
481	46585	50065
482	46664	49949
483	46732	49821
484	46806	49701
485	46880	49581
486	46962	49469
487	47036	49349
488	47115	49234
489	47182	49108
490	47263	48996
491	47343	48883
492	47428	48775
493	47510	48665
494	47585	48546
495	47657	48426
496	47733	48309
497	47815	48199
498	47900	48092
499	47985	47985
500	48061	47869
501	48134	47751
502	48204	47629
503	48271	47505
504	48346	47389
505	48419	47271
506	48528	47188
507	48615	47084
508	48696	46974
509	48769	46857
510	48838	46736
511	48915	46622
512	48987	46504
513	49058	46386
514	49142	46279
515	49223	46170
516	49304	46061
517	49378	45946
518	49467	45845
519	49546	45734
520	49611	45612
521	49698	45509
522	49780	45402
523	49863	45295
524	49939	45183
525	50020	45075
526	50104	44970
527	50187	44864
528	50271	44759
529	50361	44659
530	50443	44554
531	50526	44447
532	50608	44341
533	50688	44233
534	50783	44138
535	50872	44038
536	50942	43922
537	51017	43810
538	51095	43701
539	51163	43583
540	51240	43473
541	51326	43371
542	51396	43256
543	51482	43154
544	51569	43053
545	51647	42944
546	51732	42842
547	51808	42732
548	51883	42622
549	51955	42508
550	52035	42403
551	52118	42299
552	52189	42185
553	52257	42070
554	52337	41963
555	52415	41857
556	52489	41746
557	52561	41634
558	52642	41529
559	52718	41421
560	52800	41318
561	52872	41207
562	52944	41095
563	53017	40985
564	53095	40878
565	53169	40769
566	53250	40665
567	53324	40556
568	53423	40466
569	53509	40366
570	53586	40260
571	53669	40158
572	53757	40059
573	53835	39954
574	53917	39851
575	53995	39746
576	54067	39636
577	54146	39532
578	54224	39427
579	54307	39326
580	54390	39224
581	54465	39117
582	54536	39008
583	54613	38903
584	54692	38799
585	54763	38689
586	54847	38589
587	54933	38491
588	55013	38388
589	55086	38280
590	55156	38171
591	55233	38066
592	55314	37964
593	55391	37860
594	55469	37756
595	55541	37649
596	55615	37542
597	55692	37438
598	55768	37334
599	55845	37230
600	55923	37127
601	56005	37026
602	56085	36925
603	56171	36827
604	56250	36725
605	56338	36629
606	56409	36521
607	56478	36413
608	56549	36307
609	56624	36202
610	56703	36100
611	56776	35995
612	56859	35896
613	56941	35796
614	57016	35693
615	57088	35587
616	57165	35485
617	57244	35383
618	57333	35289
619	57411	35187
620	57493	35088
621	57572	34987
622	57643	34882
623	57725	34783
624	57809	34685
625	57889	34586
626	57969	34485
627	58049	34385
628	58126	34284
629	58205	34184
630	58289	34087
631	58374	33990
632	58459	33893
633	58539	33794
634	58617	33693
635	58636	58721	636	58637	58801	637	58638	58889	638	58639	58965	639	59640	59037	640	59641	59122	641	59642	59192	642	59643	59271	643	59644	59354	644	59645	59441	645	59646	59518	646	59647	59600	647	59648	59683	648	59649	59767	649	59650	59849	32085
651	59931	31988
652	60016	31892
653	60098	653	60654	60184	31700
655	60265	655	60656	60346	656	60657	60427	657	60658	60495	658	60659	60571	659	60660	60647	660	60661	60725	661	60662	60805	662	60663	60882	663	60664	60962	30710
665	61037	30610
666	61108	666	61667	61179	667	61668	61253	668	61669	61332	669	61670	61422	670	61671	61497	671	61672	61569	672	61673	61645	673	61674	61732	29723
675	61807	29623
676	61881	29523
677	61954	29423
678	62031	29325
679	62111	29229
680	62190	29131
681	62269	29034
682	62355	28940
683	62433	28843
684	62505	28743
685	62588	28648
686	62661	28548
687	62733	28449
688	62812	28352
689	62889	28254
690	62966	28157
691	63078	28075
692	63168	27983
693	63252	27889
694	63332	27793
695	63407	27695
696	63482	27597
697	63557	27498
698	63632	27401
699	63706	27302
700	63787	27207
701	63860	27108
702	63932	27009
703	64013	26914
704	64089	26817
705	64167	26721
706	64240	26623
707	64320	26527
708	64401	26432
709	64482	26337
710	64561	26242
711	64638	26146
712	64715	26049
713	64793	25953
714	64867	25856
715	64944	25760
716	65014	25661
717	65092	25565
718	65164	25467
719	65243	25372
720	65328	25279
721	65409	25185
722	65488	25090
723	65575	24998
724	65647	24900
725	65722	24804
726	65801	24709
727	65879	24614
728	65957	24519
729	66032	24423
730	66111	24328
731	66191	24234
732	66271	24139
733	66358	24048
734	66441	23955
735	66525	23862
736	66605	23768
737	66682	23673
738	66760	23578
739	66847	23486
740	66931	23394
741	66999	23296
742	67083	23203
743	67166	23111
744	67247	23017
745	67332	22925
746	67406	22829
747	67486	22736
748	67561	22640
749	67640	22546
750	67715	22451
751	67807	22362
752	67880	22266
753	67952	22170
754	68027	22075
755	68102	21980
756	68172	21883
757	68249	21789
758	68337	21698
759	68411	21603
760	68486	21508
761	68567	21416
762	68654	21325
763	68721	21228
764	68799	21134
765	68880	21041
766	68958	20948
767	69040	20856
768	69126	20765
769	69201	20670
770	69278	20576
771	69345	20480
772	69415	20384
773	69485	20289
774	69556	20193
775	69633	20100
776	69717	20009
777	69798	19916
778	69875	19823
779	69952	19730
780	70026	19636
781	70106	19543
782	70183	19450
783	70261	19357
784	70350	19267
785	70428	19175
786	70505	19082
787	70594	18992
788	70680	18901
789	70756	18808
790	70833	18715
791	70907	18622
792	70980	18528
793	71045	18432
794	71116	18338
795	71198	18246
796	71277	18154
797	71357	18062
798	71431	17969
799	71511	17877
800	71584	17784
801	71661	17691
802	71733	17598
803	71813	17506
804	71885	17413
805	71959	17320
806	72031	172280807	72106	171380808	72179	170480809	72260	169581810	72345	16859
811	72425	16768
812	72495	16674
813	72574	16583
814	72653	16491
815	72730	164081816	72807	16308
817	72879	162181818	72954	161281819	73032	160382820	73117	159482821	73194	158482822	73274	157582823	73346	156682824	73415	155782825	73487	154882826	73562	153882827	73632	152982828	73715	152082829	73788	151183830	73865	1502831	73938	14929
832	74017	14839
833	74093	14747
834	74172	14656
835	74251	14566
836	74330	14475
837	74407	14384
838	74494	14295
839	74581	14206
840	74657	14114
841	74741	14025
842	74821	13934
843	74899	13844
844	74979	13753
845	75054	13662
846	75130	13571
847	75203	13479
848	75282	13389
849	75366	13299
850	75446	13209
851	75521	13118
852	75603	13028
853	75681	12938
854	75755	12847
855	75834	12757
856	75911	12666
857	75995	12577
858	76069	12486
859	76151	12396
860	76233	12307
861	76309	12216
862	76385	12126
863	76465	12036
864	76548	11946
865	76629	11857
866	76711	11767
867	76790	11677
868	76867	11587
869	76943	11497
870	77020	11407
871	77091	11316
872	77175	11227
873	77247	11136
874	77326	11046
875	77423	10959
876	77510	10870
877	77591	10781
878	77676	10692
879	77748	10602
880	77821	10511
881	77891	10420
882	77964	10330
883	78044	10241
884	78120	10151
885	78202	10062
886	78279	9972
887	78361	9883
888	78439	9793
889	78520	9704
890	78596	9615
891	78670	9525
892	78752	9436
893	78824	9346
894	78900	9256
895	78983	9167
896	79070	9079
897	79159	8991
898	79233	8901
899	79302	8811
900	79371	8721
901	79450	8632
902	79526	8542
903	79611	8454
904	79697	8365
905	79779	8277
906	79852	8187
907	79922	8097
908	80007	8009
909	80095	7921
910	80178	7832
911	80266	7745
912	80342	7655
913	80411	7566
914	80489	7477
915	80562	7387
916	80639	7298
917	80713	7209
918	80788	7120
919	80862	7031
920	80935	6942
921	81013	6853
922	81087	6764
923	81162	6675
924	81236	6586
925	81306	6497
926	81380	6408
927	81456	6319
928	81531	6231
929	81614	6143
930	81695	6054
931	81773	5966
93932	81851	58793933	81929	57893934	82008	57093935	82080	56193936	82159	55293937	82235	54393938	82314	53493939	82392	52594940	82477	517941	82549	5082
942	82643	4995
943	82730	4907
944	82824	4820
945	82903	4732
946	82980	4644
947	83063	4556
948	83148	4468
949	83232	4380
950	83310	4292
951	83385	4204
952	83456	4115
953	83534	4027
954	83609	3939
955	83683	3851
956	83772	3764
957	83847	3675
958	83933	3588
959	84016	3500
960	84079	3412
961	84153	3324
962	84241	3236
963	84318	3148
964	84402	3061
965	84485	2973
966	84560	2885
967	84632	2797
968	84702	2709
969	84782	2622
970	84855	2534
971	84936	2446
972	85015	2359
973	85087	2271
974	85170	2183
975	85243	2096
976	85320	2008
977	85413	1921
978	85502	1834
979	85588	1746
980	85664	1659
981	85737	1571
982	85820	1484
983	85904	1396
984	85985	1309
985	86055	1221
986	86135	1134
987	86214	1047
988	86290	959
989	86370	872
990	86447	785
991	86525	697
992	86609	610
993	86692	523
994	86768	436
995	86841	348
996	86905	261
997	86953	174
998	86993	87
999	87028	0
0
9	86830999	86657	0
